"Event","Phylum","Subphylum","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Genus","Species","Det_level","base_name","known_class","longlab"
"SCBI00620160719","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Micronetinae","Meioneta","Meioneta unimaculata","Species","Meioneta unimaculata","Araneae","Arthropoda_Arachnida_Araneae"
"SCBI00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Hymenoptera","Symphyta","NULL","Tenthredinoidea","Tenthredinidae","Allantinae","Macrophya","indet.","Genus","Macrophya","Hymenoptera","Arthropoda_Insecta_Hymenoptera"
"SCBI00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Geometroidea","Geometridae","Ennominae","Euchlaena","Euchlaena serrata","Species","Euchlaena serrata","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"SCBI00620160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","Cecidomyiinae","Dasineura","indet.","Genus","Dasineura","Diptera","Arthropoda_Insecta_Diptera"
"SERC00320160519","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Corinnidae","NULL","Phrurotimpus","Phrurotimpus alarius","Species","Phrurotimpus alarius","Araneae","Arthropoda_Arachnida_Araneae"
"STEI00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"STEI00220160720","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Sminthuroidea","Sminthuridae","NULL","Sminthurides","indet.","Genus","Sminthurides","Collembola","Arthropoda_Collembola_Collembola"
"STEI00220160720","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Silphidae","Silphinae","Necrophila","Necrophila americana","Species","Necrophila americana","Coleoptera","Arthropoda_Insecta_Coleoptera"
"STEI00820160511","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","indet.","indet.","indet.","Family","Entomobryidae","Collembola","Arthropoda_Collembola_Collembola"
"STEI00820160720","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Sciomyzoidea","Dryomyzidae","NULL","Dryomyza","Dryomyza simplex","Species","Dryomyza simplex","Diptera","Arthropoda_Insecta_Diptera"
"STEI00820160720","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Sminthuroidea","Sminthuridae","NULL","Sminthurides","indet.","Genus","Sminthurides","Collembola","Arthropoda_Collembola_Collembola"
"STEI00820160914","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Salticidae","Euophryinae","Neon","Neon nelli","Species","Neon nelli","Araneae","Arthropoda_Arachnida_Araneae"
"STEI00820160914","Arthropoda","Crustacea","Crustacea","Eumalacostraca","Peracarida","Isopoda","Oniscidea","Ligiamorpha","Trichoniscoidea","Trichoniscidae","NULL","Trichoniscus","Trichoniscus pusillus","Species","Trichoniscus pusillus","Isopoda","Arthropoda_Malacostraca_Isopoda"
"TALL00120160706","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","indet.","indet.","Gnaphosidae","indet.","Gnaphosa","Gnaphosa fontinalis","Species","Gnaphosa fontinalis","Araneae","Arthropoda_Arachnida_Araneae"
"TALL00220160413","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Tineoidea","Dryadaulidae","NULL","Dryadaula","Dryadaula visaliella","Species","Dryadaula visaliella","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TALL00220160914","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Platypezoidea","Phoridae","Chironominae","Tanytarsus","indet.","Genus","Tanytarsus","Diptera","Arthropoda_Insecta_Diptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Hymenoptera","Symphyta","NULL","Tenthredinoidea","Tenthredinidae","NULL","Monsoma","Monsoma inferentium","Species","Monsoma inferentium","Hymenoptera","Arthropoda_Insecta_Hymenoptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Hymenoptera","Apocrita","Parasitoida","Chalcidoidea","Mymaridae","NULL","Alaptus","indet.","Genus","Alaptus","Hymenoptera","Arthropoda_Insecta_Hymenoptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Cantharidae","indet.","indet.","indet.","Family","Cantharidae","Coleoptera","Arthropoda_Insecta_Coleoptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Ampedus","Ampedus melsheimeri","Species","Ampedus melsheimeri","Coleoptera","Arthropoda_Insecta_Coleoptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Hadeninae","Orthodes","Orthodes cynica","Species","Orthodes cynica","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Platypezoidea","Phoridae","Metopininae","Megaselia","Megaselia rufipes","Species","Megaselia rufipes","Diptera","Arthropoda_Insecta_Diptera"
"TREE00120160712","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","Aphidinae","Macrosiphum","indet.","Genus","Macrosiphum","Hemiptera","Arthropoda_Insecta_Hemiptera"
"TREE00120160712","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Neelipleona","NULL","NULL","Neelidae","indet.","indet.","indet.","Family","Neelidae","Collembola","Arthropoda_Collembola_Collembola"
"TREE00120160908","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Theridiidae","NULL","Rugathodes","Rugathodes aurantius","Species","Rugathodes aurantius","Araneae","Arthropoda_Arachnida_Araneae"
"TREE00120160908","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeoidea","Geotrupidae","Geotrupinae","Geotrupes","Geotrupes balyi","Species","Geotrupes balyi","Coleoptera","Arthropoda_Insecta_Coleoptera"
"TREE00220160517","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Oripodoidea","Scheloribatidae","NULL","Scheloribates","indet.","Genus","Scheloribates","Acari","Arthropoda_Arachnida_Acari"
"TREE00220160517","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Anthomyiidae","Anthomyiinae","Botanophila","Botanophila fugax","Species","Botanophila fugax","Diptera","Arthropoda_Insecta_Diptera"
"TREE00220160712","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Melanoplinae","Booneacris","Booneacris glacialis","Species","Booneacris glacialis","Orthoptera","Arthropoda_Insecta_Orthoptera"
"TREE00220160712","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Geometroidea","Geometridae","Ennominae","Melanolophia","indet.","Genus","Melanolophia","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TREE00220160712","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","indet.","Sminthurididoidea","Sminthurididae","indet.","indet.","indet.","Family","Sminthurididae","Collembola","Arthropoda_Collembola_Collembola"
"TREE00220160712","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Sminthuroidea","Sminthuridae","NULL","Sminthurides","indet.","Genus","Sminthurides","Collembola","Arthropoda_Collembola_Collembola"
"TREE00220160908","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Geometroidea","Geometridae","Ennominae","Melanolophia","indet.","Genus","Melanolophia","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TREE00320160517","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Agalliinae","Agallia","Agallia quadripunctata","Species","Agallia quadripunctata","Hemiptera","Arthropoda_Insecta_Hemiptera"
"TREE00320160517","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Noctuinae","Diarsia","Diarsia rubifera","Species","Diarsia rubifera","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"TREE00320160712","Arthropoda","Myriapoda","Diplopoda","Helminthomorpha","indet.","Julida","indet.","indet.","Paeromopodoidea","Julidae","indet.","indet.","indet.","Family","Julidae","Myriapoda","Arthropoda_Myriapoda_Myriapoda"
"TREE00320160712","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Ephydroidea","Drosophilidae","Drosophilinae","Drosophila","Drosophila ananassae","Species","Drosophila ananassae","Diptera","Arthropoda_Insecta_Diptera"
"TREE00320160712","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Agalliinae","Agallia","Agallia quadripunctata","Species","Agallia quadripunctata","Hemiptera","Arthropoda_Insecta_Hemiptera"
"TREE00320160908","Arthropoda","Myriapoda","Diplopoda","Helminthomorpha","indet.","Julida","indet.","indet.","Paeromopodoidea","Julidae","indet.","indet.","indet.","Family","Julidae","Myriapoda","Arthropoda_Myriapoda_Myriapoda"
"TREE00320160908","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Sminthuroidea","Sminthuridae","NULL","Sminthurides","indet.","Genus","Sminthurides","Collembola","Arthropoda_Collembola_Collembola"
"UKFS00620160329","Annelida","NULL","Clitellata","Hirudinea","NULL","Hirudinida","Erpobdelliformes","NULL","NULL","Erpobdellidae","NULL","Erpobdella","Erpobdella octoculata","Species","Erpobdella octoculata","Annelida","Annelida_Annelida_Annelida"
"UKFS00920161011","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadoidea","Cicadidae","Cicadinae","Neotibicen","Neotibicen auriferus","Species","Neotibicen auriferus","Hemiptera","Arthropoda_Insecta_Hemiptera"
"UKFS00920161011","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Cantharidae","Chauliognathinae","Chauliognathus","Chauliognathus pensylvanicus","Species","Chauliognathus pensylvanicus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"UNDE00320160524","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Erigoninae","Walckenaeria","Walckenaeria communis","Species","Walckenaeria communis","Araneae","Arthropoda_Arachnida_Araneae"
"UNDE00320160524","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Tabanomorpha","Tabanoidea","Tabanidae","Chrysopsinae","Chrysops","Chrysops striatus","Species","Chrysops striatus","Diptera","Arthropoda_Insecta_Diptera"
"UNDE00320160524","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Sminthuroidea","Sminthuridae","NULL","Sminthurides","indet.","Genus","Sminthurides","Collembola","Arthropoda_Collembola_Collembola"
"UNDE00320160524","Arthropoda","Crustacea","Crustacea","Eumalacostraca","Peracarida","Isopoda","Oniscidea","Ligiamorpha","Trichoniscoidea","Trichoniscidae","NULL","Trichoniscus","Trichoniscus pusillus","Species","Trichoniscus pusillus","Isopoda","Arthropoda_Malacostraca_Isopoda"
"UNDE00320160719","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Araneoidea","Linyphiidae","Micronetinae","Centromerus","Centromerus sylvaticus","Species","Centromerus sylvaticus","Araneae","Arthropoda_Arachnida_Araneae"
"UNDE00320160719","Arthropoda","Crustacea","Crustacea","Eumalacostraca","Peracarida","Isopoda","Oniscidea","Ligiamorpha","Trichoniscoidea","Trichoniscidae","NULL","Trichoniscus","Trichoniscus pusillus","Species","Trichoniscus pusillus","Isopoda","Arthropoda_Malacostraca_Isopoda"
"UNDE00320160913","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"UNDE00320160913","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Oppioidea","Oppiidae","Oppiinae","Oppia","Oppia nitens","Species","Oppia nitens","Acari","Arthropoda_Arachnida_Acari"
"UNDE00320160913","Arthropoda","Crustacea","Crustacea","Eumalacostraca","Peracarida","Isopoda","Oniscidea","Ligiamorpha","Trichoniscoidea","Trichoniscidae","NULL","Trichoniscus","Trichoniscus pusillus","Species","Trichoniscus pusillus","Isopoda","Arthropoda_Malacostraca_Isopoda"
"UNDE01720160524","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Sminthuroidea","Sminthuridae","NULL","Sminthurides","indet.","Genus","Sminthurides","Collembola","Arthropoda_Collembola_Collembola"
"UNDE01720160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Oestroidea","Tachinidae","Exoristinae","Smidtia","Smidtia fumiferanae","Species","Smidtia fumiferanae","Diptera","Arthropoda_Insecta_Diptera"
"UNDE01720160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Noctuinae","Diarsia","Diarsia rubifera","Species","Diarsia rubifera","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"UNDE01720160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Anthomyiidae","Anthomyiinae","Hydrophoria","Hydrophoria lancifer","Species","Hydrophoria lancifer","Diptera","Arthropoda_Insecta_Diptera"
"UNDE01720160719","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Micropsectra","indet.","Genus","Micropsectra","Diptera","Arthropoda_Insecta_Diptera"
"UNDE01720160719","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","Entiminae","Polydrusus","Polydrusus formosus","Species","Polydrusus formosus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Platypezoidea","Phoridae","Metopininae","indet.","indet.","Subfamily","Metopininae","Diptera","Arthropoda_Insecta_Diptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Hadeninae","Leucania","Leucania multilinea","Species","Leucania multilinea","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Orthocladiinae","Cricotopus","Cricotopus infuscatus","Species","Cricotopus infuscatus","Diptera","Arthropoda_Insecta_Diptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Pyraloidea","Crambidae","Crambinae","Crambus","Crambus leachellus","Species","Crambus leachellus","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Dicrotendipes","Dicrotendipes tritomus","Species","Dicrotendipes tritomus","Diptera","Arthropoda_Insecta_Diptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Tortricoidea","Tortricidae","Tortricinae","Phtheochroa","Phtheochroa modestana","Species","Phtheochroa modestana","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Gelechioidea","Coleophoridae","Blastobasinae","Coleophora","Coleophora trifolii","Species","Coleophora trifolii","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"WOOD00220160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Cladopelma","Cladopelma viridulum","Species","Cladopelma viridulum","Diptera","Arthropoda_Insecta_Diptera"
"WOOD02320160419","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Hymenoptera","Apocrita","Parasitoida","Ichneumonoidea","Ichneumonidae","Orthocentrinae","Stenomacrus","indet.","Genus","Stenomacrus","Hymenoptera","Arthropoda_Insecta_Hymenoptera"
"WOOD02320160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","NULL","Sarcophagidae","Sarcophaginae","Ravinia","Ravinia stimulans","Species","Ravinia stimulans","Diptera","Arthropoda_Insecta_Diptera"
"WOOD02320160628","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Agalliinae","Agallia","Agallia quadripunctata","Species","Agallia quadripunctata","Hemiptera","Arthropoda_Insecta_Hemiptera"
"WOOD02320160628","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Culicomorpha","Chironomoidea","Chironomidae","Chironominae","Cladopelma","Cladopelma viridulum","Species","Cladopelma viridulum","Diptera","Arthropoda_Insecta_Diptera"
"WOOD02320160628","Arthropoda","Hexapoda","Insecta","Dicondylia","NULL","Coleoptera","Polyphaga","Cucujiformia","Cucujoidea","Latridiidae","Corticariinae","Corticarina","indet.","Genus","Corticarina","Coleoptera","Arthropoda_Insecta_Coleoptera"
"WOOD02320160628","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","indet.","Sminthurididoidea","Sminthurididae","indet.","indet.","indet.","Family","Sminthurididae","Collembola","Arthropoda_Collembola_Collembola"
"WOOD02320160906","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160720","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Damaeoidea","Damaeidae","NULL","Epidamaeus","indet.","Genus","Epidamaeus","Acari","Arthropoda_Arachnida_Acari"
"DELA01420160705","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Throscidae","NULL","Trixagus","Indet.","Genus","Trixagus","Coleoptera","Arthropoda_Insecta_Coleoptera"
"HEAL02620160907","Mollusca","NULL","Gastropoda","Heterobranchia","Eupulmonata","Stylommatophora","NULL","NULL","Helicarionoidea","Helicarionidae","NULL","Euconulus","Euconullus fulva","Species","Euconullus fulva","Gastropoda","Mollusca_Gastropoda_Gastropoda"
"HEAL02620160907","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Noctuinae","Xestia","Xestia albuncula","Species","Xestia albuncula","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"KONZ02520160614","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Thomisidae","NULL","Xysticus","Xysticus ferox","Species","Xysticus ferox","Araneae","Arthropoda_Arachnida_Araneae"
"NOGP00520160719","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eupodina","Bdelloidea","Bdellidae","indet.","indet.","indet.","Family","Bdellidae","Acari","Arthropoda_Arachnida_Acari"
"ORNL00120160705","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Hymenoptera","Apocrita","Aculeata","Vespoidea","Formicidae","Myrmicinae","Aphaenogaster","Aphaenogaster carolinensis","Species","Aphaenogaster carolinensis","Hymenoptera","Arthropoda_Insecta_Hymenoptera"
"ORNL00120160705","Annelida","NULL","Clitellata","Oligochaeta","Metagynophora","Opisthopora","Crassiclitellata","NULL","Lumbricoidea","Lumbricidae","Lumbricinae","Lumbricus","Lumbricus rubellus","Species","Lumbricus rubellus","Annelida","Annelida_Annelida_Annelida"
"OSBS00120160908","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Scorpiones","NULL","NULL","Chactoidea","Vaejovidae","NULL","Vaejovis","Vaejovis carolinianus","Species","Vaejovis carolinianus",NA,"NA_NA_NA"
"STEI00220160914","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Trabeops","Trabeops aurantiacus","Species","Trabeops aurantiacus","Araneae","Arthropoda_Arachnida_Araneae"
