Event,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Det_level
DEJU00320160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa uintana,Species
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,NULL,Fannia,Fannia spathiophora,Species
DEJU00320160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,Dicranomyia,Dicranomyia murina,Species
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Exechia,Exechia contaminata,Species
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,NULL,Dichopygina,Dichopygina bernhardi,Species
DEJU00320160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,NULL,Fannia,Fannia spathiophora,Species
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa microps,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Metopininae,Megaselia,indet.,Genus
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa uintana,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,indet.,Genus
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,NULL,Fannia,Fannia spathiophora,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DEJU02120160720,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,Dicranomyia,Dicranomyia murina,Species
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Gustavioidea,Ceratoppiidae,NULL,Ceratoppia,Ceratoppia quadridentata,Species
DEJU02120160720,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Hackmania,Hackmania prominula,Species
DEJU02120160817,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Eremaeoidea,Eremaeidae,indet.,indet.,indet.,Family
DEJU02120160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DEJU02120160817,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Amaurobiidae,NULL,Arctobius,Arctobius agelenoides,Species
DEJU02120160817,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Gustavioidea,Ceratoppiidae,NULL,Ceratoppia,Ceratoppia quadridentata,Species
DEJU02120160817,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DEJU02120160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa uintana,Species
DEJU02120160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Sciophilinae,Mycomya,Mycomya humida,Species
DEJU02120160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DEJU02120160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Lepthyphantes,Lepthyphantes alpinus,Species
DEJU02120160831,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DEJU02120160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa moesta,Species
DEJU02120160831,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pirata,Pirata alachuus,Species
DELA00620160426,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Adephaga,NULL,Caraboidea,Carabidae,Harpalinae,Amara,Amara interstitialis,Species
DELA00620160426,Arthropoda,Hexapoda,Insecta,Dicondylia,NULL,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Nitidulidae,Carpophilinae,Epuraea,indet.,Genus
DELA00620160426,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pirata,Pirata alachuus,Species
DELA00620160426,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Agyneta,Agyneta micaria,Species
DELA00620160426,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DELA00620160426,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia sinensis,Species
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus micado,Species
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Cerambycidae,Disteniinae,Elytrimitatrix,Elytrimitatrix undata,Species
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Bombycoidea,Saturniidae,Saturniinae,Dryocampa,Dryocampa rubicunda,Species
DELA00620160705,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia sinensis,Species
DELA00620160705,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DELA00620160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus micado,Species
DELA00620160913,Annelida,NULL,Clitellata,Oligochaeta,Metagynophora,Opisthopora,Crassiclitellata,NULL,Megascolecoidea,Megascolecidae,NULL,Diplocardia,Diplocardia singularis,Species
DELA00620160913,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia sinensis,Species
DELA00620160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus rubens,Species
DELA00620160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pirata,Pirata alachuus,Species
DELA00620160913,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DELA00620160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa ocreata,Species
DELA00620160913,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DELA01420160426,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa ocreata,Species
DELA01420160426,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus micado,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Eunemobius,Eunemobius carolinus,Species
DELA01420160705,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Agyneta,Agyneta micaria,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Allonemobius,Allonemobius maculatus,Species
DELA01420160705,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia sinensis,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
DELA01420160705,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Epipsocetae,NULL,Epipsocidae,indet.,Bertkauia,Bertkauia crosbyana,Species
DELA01420160705,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pirata,Pirata alachuus,Species
DELA01420160705,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa ocreata,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus veletis,Species
DELA01420160705,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Velarifictorus,Velarifictorus micado,Species
DELA01420160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Agyneta,Agyneta micaria,Species
DELA01420160913,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
DELA01420160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,Micronetinae,Meioneta,Meioneta serrata,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Trigonidiidae,Nemobiinae,Allonemobius,Allonemobius maculatus,Species
DELA01420160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa ocreata,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus veletis,Species
DELA01420160913,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
DELA01420160913,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa moesta,Species
GUAN00820160725,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
GUAN00820160725,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
GUAN00820160725,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus veletis,Species
GUAN00820161003,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
GUAN00820161003,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
GUAN00820161003,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa moesta,Species
GUAN00920160502,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
GUAN00920160502,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
HEAL01020160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Dictynoidea,Hahniidae,NULL,Hahnia,Hahnia glacialis,Species
HEAL01020160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
HEAL01020160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa microps,Species
HEAL01020160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
HEAL01020160907,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Gustavioidea,Ceratoppiidae,NULL,Ceratoppia,Ceratoppia quadridentata,Species
HEAL01020160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa brumalis,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Geometroidea,Geometridae,Ennominae,Speranza,Speranza brunneata,Species
HEAL02620160615,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Zornella,Zornella armata,Species
HEAL02620160615,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Gustavioidea,Ceratoppiidae,NULL,Ceratoppia,Ceratoppia quadridentata,Species
HEAL02620160615,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Hackmania,Hackmania prominula,Species
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Gustavioidea,Ceratoppiidae,NULL,Ceratoppia,Ceratoppia quadridentata,Species
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa microps,Species
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Lepthyphantes,Lepthyphantes alpinus,Species
HEAL02620160727,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Pardosa,Pardosa moesta,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Zornella,Zornella armata,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Sciophilinae,Mycomya,Mycomya humida,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Amaurobiidae,NULL,Arctobius,Arctobius agelenoides,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Metopininae,Megaselia,indet.,Genus
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Dictynoidea,Hahniidae,NULL,Hahnia,Hahnia glacialis,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Gustavioidea,Ceratoppiidae,NULL,Ceratoppia,Ceratoppia quadridentata,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Lepthyphantes,Lepthyphantes alpinus,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
HEAL02620160907,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Gnaphosa,Gnaphosa microps,Species
HEAL02620160907,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus rubens,Species
JORN00220160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,NULL,Sarcophagidae,Miltogramminae,Eumacronychia,indet.,Genus
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Adephaga,NULL,Caraboidea,Carabidae,Harpalinae,Discoderus,Discoderus parallelus,Species
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
JORN01020160419,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Entomobryoidea,Entomobryidae,Entomobryinae,Homidia,Homidia sinensis,Species
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus rubens,Species
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,indet.,indet.,indet.,Family
JORN01020160419,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Pegomyinae,Eutrichota,Eutrichota triticiperda,Species
JORN01020160712,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Gnaphosidae,NULL,Herpyllus,Herpyllus ecclesiasticus,Species
JORN01020160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,NULL,Sarcophagidae,Miltogramminae,Eumacronychia,indet.,Genus
JORN01020160712,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,indet.,indet.,indet.,Family
JORN01020161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Stegasta,Stegasta bosqueella,Species
JORN01020161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Steganinae,Leucophenga,Leucophenga spinifera,Species
JORN01020161004,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus veletis,Species
JORN01020161004,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus rubens,Species
JORN01020161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,indet.,indet.,indet.,Family
JORN01020161004,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Erebidae,Herminiinae,Zanclognatha,Zanclognatha laevigata,Species
KONZ00720160614,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Corinnidae,NULL,Castianeira,Castianeira variata,Species
KONZ00720160614,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,Ectobiidae,Blattellinae,Parcoblatta,Parcoblatta uhleriana,Species
KONZ00720160614,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,Ectobiidae,Blattellinae,Parcoblatta,Parcoblatta bolliana,Species
KONZ00720160906,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
KONZ00720160906,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,Ectobiidae,Blattellinae,Parcoblatta,Parcoblatta bolliana,Species
KONZ00720160906,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Aedes,Aedes vexans,Species
KONZ02520160405,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
KONZ02520160405,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus veletis,Species
KONZ02520160405,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Erebidae,Erebinae,Caenurgina,Caenurgina crassiuscula,Species
KONZ02520160405,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Corinnidae,NULL,Castianeira,Castianeira variata,Species
KONZ02520160614,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllus,Gryllus veletis,Species
KONZ02520160614,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Corinnidae,NULL,Castianeira,Castianeira variata,Species
KONZ02520160614,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Varacosa,Varacosa avara,Species
KONZ02520160614,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
KONZ02520160614,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Culicomorpha,NULL,Culicidae,Culicinae,Culex,Culex salinarius,Species
KONZ02520160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Anyphaenidae,NULL,Anyphaena,indet.,Genus
KONZ02520160906,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneuroptera,Blattodea,NULL,NULL,Blattoidea,Ectobiidae,Blattellinae,Parcoblatta,Parcoblatta bolliana,Species
KONZ02520160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Varacosa,Varacosa avara,Species
KONZ02520160906,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Entomobryomorpha,NULL,Tomoceroidea,Tomoceridae,indet.,indet.,indet.,Family
KONZ02520160906,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Agyneta,Agyneta micaria,Species
LAJA00120160503,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,NULL,Corinnidae,NULL,Falconina,Falconina gracilis,Species
LAJA00120160503,Arthropoda,Hexapoda,Insecta,Pterygota,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Scapsipedus,Scapsipedus icipe,Species
